"sample","arm","chr","frac_gain","frac_loss","status_50","scored_50","status_25","scored_25"
"B2_S16","20p",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S16","20q",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B2_S16","21q",21,0.9783,0,"GAIN",1,"GAIN",1
"B2_S16","22q",22,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","1p",1,0.4493,0,"NEUTRAL",0,"GAIN",1
"B3_S01","1q",1,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","2p",2,1,0,"GAIN",1,"GAIN",1
"B3_S01","2q",2,0.7559,0,"GAIN",1,"GAIN",1
"B3_S01","3p",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","3q",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","4p",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","4q",4,0,0.2781,"NEUTRAL",0,"LOSS",1
"B3_S01","5p",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","5q",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","6p",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","6q",6,0,0.5966,"LOSS",1,"LOSS",1
"B3_S01","7p",7,1,0,"GAIN",1,"GAIN",1
"B3_S01","7q",7,0.4524,0,"NEUTRAL",0,"GAIN",1
"B3_S01","8p",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","8q",8,0.5603,0,"GAIN",1,"GAIN",1
"B3_S01","9p",9,0.8571,0.1429,"GAIN",1,"GAIN",1
"B3_S01","9q",9,0.2516,0.7443,"LOSS",1,"GAIN",1
"B3_S01","10p",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","10q",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","11p",11,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","11q",11,0.2816,0,"NEUTRAL",0,"GAIN",1
"B3_S01","12p",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","12q",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","13q",13,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","14q",14,0.7294,0.2706,"GAIN",1,"GAIN",1
"B3_S01","15q",15,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","16p",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","16q",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","17p",17,0,1,"LOSS",1,"LOSS",1
"B3_S01","17q",17,0,0.9956,"LOSS",1,"LOSS",1
"B3_S01","18p",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","18q",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","19p",19,0,1,"LOSS",1,"LOSS",1
"B3_S01","19q",19,0,0.981,"LOSS",1,"LOSS",1
"B3_S01","20p",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","20q",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","21q",21,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S01","22q",22,0.9429,0,"GAIN",1,"GAIN",1
"B3_S04","1p",1,0.4902,0,"NEUTRAL",0,"GAIN",1
"B3_S04","1q",1,0.4381,0.2947,"NEUTRAL",0,"GAIN",1
"B3_S04","2p",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","2q",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","3p",3,0,0.178,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","3q",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","4p",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","4q",4,0,0.2425,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","5p",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","5q",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","6p",6,0,0.6435,"LOSS",1,"LOSS",1
"B3_S04","6q",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","7p",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","7q",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","8p",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","8q",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","9p",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","9q",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","10p",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","10q",10,0.2128,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","11p",11,1,0,"GAIN",1,"GAIN",1
"B3_S04","11q",11,0.9989,0,"GAIN",1,"GAIN",1
"B3_S04","12p",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","12q",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","13q",13,0.2473,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","14q",14,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","15q",15,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","16p",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","16q",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","17p",17,0,1,"LOSS",1,"LOSS",1
"B3_S04","17q",17,0,0.9956,"LOSS",1,"LOSS",1
"B3_S04","18p",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","18q",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","19p",19,0,1,"LOSS",1,"LOSS",1
"B3_S04","19q",19,0,0.981,"LOSS",1,"LOSS",1
"B3_S04","20p",20,1,0,"GAIN",1,"GAIN",1
"B3_S04","20q",20,0.9878,0,"GAIN",1,"GAIN",1
"B3_S04","21q",21,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S04","22q",22,0.9429,0,"GAIN",1,"GAIN",1
"B3_S05","1p",1,1,0,"GAIN",1,"GAIN",1
"B3_S05","1q",1,0.8809,0.1115,"GAIN",1,"GAIN",1
"B3_S05","2p",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","2q",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","3p",3,1,0,"GAIN",1,"GAIN",1
"B3_S05","3q",3,0.9973,0,"GAIN",1,"GAIN",1
"B3_S05","4p",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","4q",4,0,0.0998,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","5p",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","5q",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","6p",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","6q",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","7p",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","7q",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","8p",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","8q",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","9p",9,1,0,"GAIN",1,"GAIN",1
"B3_S05","9q",9,0.9959,0,"GAIN",1,"GAIN",1
"B3_S05","10p",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","10q",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","11p",11,1,0,"GAIN",1,"GAIN",1
"B3_S05","11q",11,0.9989,0,"GAIN",1,"GAIN",1
"B3_S05","12p",12,1,0,"GAIN",1,"GAIN",1
"B3_S05","12q",12,0.987,0,"GAIN",1,"GAIN",1
"B3_S05","13q",13,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","14q",14,0.6941,0.3059,"GAIN",1,"GAIN",1
"B3_S05","15q",15,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","16p",16,1,0,"GAIN",1,"GAIN",1
"B3_S05","16q",16,0.9937,0,"GAIN",1,"GAIN",1
"B3_S05","17p",17,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","17q",17,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","18p",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","18q",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","19p",19,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","19q",19,0,0.6787,"LOSS",1,"LOSS",1
"B3_S05","20p",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","20q",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","21q",21,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S05","22q",22,0.9429,0,"GAIN",1,"GAIN",1
"B3_S06","1p",1,0,0.1144,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","1q",1,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","2p",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","2q",2,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","3p",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","3q",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","4p",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","4q",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","5p",5,1,0,"GAIN",1,"GAIN",1
"B3_S06","5q",5,0.9959,0,"GAIN",1,"GAIN",1
"B3_S06","6p",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","6q",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","7p",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","7q",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","8p",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","8q",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","9p",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","9q",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","10p",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","10q",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","11p",11,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","11q",11,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","12p",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","12q",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","13q",13,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","14q",14,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","15q",15,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","16p",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","16q",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","17p",17,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","17q",17,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","18p",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","18q",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","19p",19,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","19q",19,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","20p",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","20q",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S06","21q",21,0.9783,0,"GAIN",1,"GAIN",1
"B3_S06","22q",22,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","1p",1,0.0899,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","1q",1,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","2p",2,0.8396,0,"GAIN",1,"GAIN",1
"B3_S08","2q",2,0,0.0135,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","3p",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","3q",3,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","4p",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","4q",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","5p",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","5q",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","6p",6,0.3826,0.4783,"NEUTRAL",0,"GAIN",1
"B3_S08","6q",6,0,0.8504,"LOSS",1,"LOSS",1
"B3_S08","7p",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","7q",7,0,0.0806,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","8p",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","8q",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","9p",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","9q",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","10p",10,0.1804,0.7474,"LOSS",1,"LOSS",1
"B3_S08","10q",10,0.0213,0.8724,"LOSS",1,"LOSS",1
"B3_S08","11p",11,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","11q",11,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","12p",12,0,1,"LOSS",1,"LOSS",1
"B3_S08","12q",12,0.0716,0.6495,"LOSS",1,"LOSS",1
"B3_S08","13q",13,0,0.3333,"NEUTRAL",0,"LOSS",1
"B3_S08","14q",14,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","15q",15,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","16p",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","16q",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","17p",17,0,0.7054,"LOSS",1,"LOSS",1
"B3_S08","17q",17,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","18p",18,0,0.7429,"LOSS",1,"LOSS",1
"B3_S08","18q",18,0.9374,0,"GAIN",1,"GAIN",1
"B3_S08","19p",19,0,0.119,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","19q",19,0.3702,0.401,"NEUTRAL",0,"GAIN",1
"B3_S08","20p",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","20q",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S08","21q",21,0,0.3363,"NEUTRAL",0,"LOSS",1
"B3_S08","22q",22,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","1p",1,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","1q",1,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","2p",2,1,0,"GAIN",1,"GAIN",1
"B3_S09","2q",2,0.938,0.0539,"GAIN",1,"GAIN",1
"B3_S09","3p",3,0,1,"LOSS",1,"LOSS",1
"B3_S09","3q",3,0,0.9973,"LOSS",1,"LOSS",1
"B3_S09","4p",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","4q",4,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","5p",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","5q",5,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","6p",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","6q",6,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","7p",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","7q",7,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","8p",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","8q",8,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","9p",9,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","9q",9,0.3459,0.3774,"NEUTRAL",0,"GAIN",1
"B3_S09","10p",10,0,0.2062,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","10q",10,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","11p",11,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","11q",11,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","12p",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","12q",12,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","13q",13,0,1,"LOSS",1,"LOSS",1
"B3_S09","14q",14,0.1765,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","15q",15,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","16p",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","16q",16,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","17p",17,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","17q",17,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","18p",18,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","18q",18,0.9374,0,"GAIN",1,"GAIN",1
"B3_S09","19p",19,0.6746,0,"GAIN",1,"GAIN",1
"B3_S09","19q",19,0,0.7095,"LOSS",1,"LOSS",1
"B3_S09","20p",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","20q",20,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","21q",21,0,0,"NEUTRAL",0,"NEUTRAL",0
"B3_S09","22q",22,0,0,"NEUTRAL",0,"NEUTRAL",0
